Nombre,Departamento,Asignaturas,Horario de Tutorías,URL
Juan Antonio Morente Molinera,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Información y Documentación: Fundamentos de Informática; Grado en Ingeniería Informática: Metodología de la Programación,Primer semestreDíaHorarioLugarMartes10:00 - 13:00Bp (Fcyd)Jueves16:00 - 19:00Bp (Fcyd)Segundo semestreDíaHorarioLugarMartes10:00 - 13:00Fo10 (Etsiit)Miércoles16:30 - 18:30Fo10 (Etsiit)Miércoles19:30 - 20:30Fo10 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/juan-antonio-morente-molinera
Christian Agustín Morillas Gutiérrez,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Electrónica Industrial: Procesadores Integrados; Grado en Ingeniería Informática: Arquitectura de Computadores,"Primer semestreDíaHorarioLugarMartes8:30 - 11:30D 32, 2ª Planta, EtsiitMiércoles8:30 - 11:30D 32, 2ª Planta, EtsiitSegundo semestreDíaHorarioLugarMartes8:30 - 9:30D 32, 2ª Planta, EtsiitMartes11:30 - 13:30D 32, 2ª Planta, EtsiitMiércoles8:30 - 11:30D 32, 2ª Planta, Etsiit",https://etsiit.ugr.es/la-escuela/directorio-personal/christian-agustin-morillas-gutierrez
Sonia Mota Fernández,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Lineales,DíaHorarioLugarMiércoles11:30 - 13:30Desp. 2.23 EtsiitJueves11:30 - 13:30Desp. 2.23 EtsiitViernes11:30 - 13:30Desp. 2.23 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/sonia-mota-fernandez
José Manuel Muñoz Fuentes,Departamento de Álgebra,Grado en Ingeniería Informática: Criptografía y Computación (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Lógica y Métodos Discretos,DíaHorarioLugarMiércoles10:00 - 11:30Fac. Ciencias - Desp 33,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-manuel-munoz-fuentes
Pablo Muñoz Luengo,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Redes Multimedia (Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Conmutación; Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Telemáticos,DíaHorarioLugarLunes11:30 - 13:30Desp. 5.1 EtsiitJueves11:30 - 13:30Desp. 5.1 EtsiitJueves15:30 - 17:30Desp. 5.1 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/pablo-munoz-luengo
María Pilar Muñoz Rivas,Departamento de Análisis Matemático,Grado en Ingeniería Informática: Cálculo,DíaHorarioLugarLunes9:30 - 10:30EtsiitMartes10:30 - 11:30EtsiitMiércoles17:30 - 18:30EtsiitJueves10:30 - 11:30EtsiitViernes16:30 - 18:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-pilar-munoz-rivas
Gabriel Navarro Garulo,Departamento de Álgebra,Grado en Ingeniería de Tecnologías de Telecomunicación: Álgebra Lineal y Geometría; Grado en Ingeniería Informática: Lógica y Métodos Discretos,DíaHorarioLugarMiércoles9:30 - 11:30Desp. 16 EtsiitMiércoles13:30 - 14:30Desp. 16 EtsiitViernes9:30 - 11:30Desp. 16 EtsiitViernes13:30 - 14:30Desp. 16 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/gabriel-navarro-garulo
Carlos Navarro Moral,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería Electrónica Industrial: Componentes Electrónicos; Grado en Ingeniería Informática: Mantenimiento de Equipos Informáticos (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática y Matemáticas: Mantenimiento de Equipos Informáticos,DíaHorarioLugarLunes9:00 - 14:00Citic-Ugr (Despacho Db6),https://etsiit.ugr.es/la-escuela/directorio-personal/carlos-navarro-moral
Jorge Navarro Ortiz,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos de Redes; Grado en Ingeniería de Tecnologías de Telecomunicación: Redes Inalámbricas y Movilidad (Optativa Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Redes Inalámbricas y Movilidad (Especialidad Telemática); Grado en Ingeniería Informática: Fundamentos de Redes; Grado en Ingeniería Informática y Matemáticas: Fundamentos de Redes,DíaHorarioLugarMartes9:30 - 12:30Desp. 2.19 EtsiitMiércoles9:30 - 12:30Desp. 2.19 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jorge-navarro-ortiz
Juan José Nieto Muñoz,Departamento de Matemática Aplicada,Grado en Biología: Matemáticas; Grado en Ingeniería Informática y Matemáticas: Métodos Numéricos I; Grado en Matemáticas: Métodos Numéricos I; Grado en Matemáticas y Física: Métodos Numéricos I,Primer semestreDíaHorarioLugarLunes10:00 - 13:00Despacho 55. Planta 2. Facultad de CienciasMiércoles10:00 - 13:00Despacho 55. Planta 2. Facultad de CienciasSegundo semestreDíaHorarioLugarMiércoles10:00 - 13:00Despacho 55. Planta 2. Facultad de CienciasJueves10:00 - 12:00Despacho 55. Planta 2. Facultad de CienciasJueves16:00 - 17:00Despacho 55. Planta 2. Facultad de Ciencias,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-jose-nieto-munoz
Manuel Noguera García,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Sistemas Operativos,Primer semestreDíaHorarioLugarLunes17:30 - 18:30Etsiit Desp. 3 3ª PlantaMartes11:30 - 14:00Etsiit Desp. 3 3ª PlantaJueves9:00 - 11:30Etsiit Desp. 3 3ª PlantaSegundo semestreDíaHorarioLugarLunes17:30 - 18:30Etsiit Desp. 3 3ª PlantaMartes11:30 - 14:00Etsiit Desp. 3 3ª PlantaJueves9:00 - 11:30Etsiit Desp. 3 3ª Planta,https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-noguera-garcia
Carlos Núñez Molina,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Estructura de Datos,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/carlos-nunez-molina
Gonzalo Olivares Ruiz,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Electrónica Industrial: Ingeniería de Sistemas; Grado en Ingeniería Informática: Informática Industrial (Especialidad Ingeniería de Computadores),Primer semestreDíaHorarioLugarMiércoles10:30 - 13:30EtsiitJueves10:30 - 13:30EtsiitSegundo semestreDíaHorarioLugarMiércoles10:30 - 13:30EtsiitJueves10:30 - 13:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/gonzalo-olivares-ruiz
Rafael Ortega Ríos,Departamento de Matemática Aplicada,Grado en Ingeniería Informática y Matemáticas: Ecuaciones Diferenciales I; Grado en Ingeniería Informática y Matemáticas: Ecuaciones Diferenciales II,Primer semestreDíaHorarioLugarLunes10:00 - 13:00Martes10:00 - 13:00Segundo semestreDíaHorarioLugarLunes17:00 - 20:00Martes17:00 - 20:00,https://etsiit.ugr.es/la-escuela/directorio-personal/rafael-ortega-rios
Francisco Manuel Ortuño Guzmán,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática y Administración y Dirección de Empresas: Arquitectura de Computadores; Grado en Ingeniería de Tecnologías de Telecomunicación: Arquitecturas Especializadas para Telecomunicaciones; Grado en Ingeniería Informática: Arquitectura de Computadores,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-manuel-ortuno-guzman
Anibal Uriel Pacheco Sánchez,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Análisis de Circuitos,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/anibal-uriel-pacheco-sanchez
Patricia Paderewski Rodríguez,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos del Software; Grado en Ingeniería Informática: Sistemas Operativos,Primer semestreDíaHorarioLugarLunes10:30 - 11:30Etsiit Despacho 24 3ª PlantaMartes9:30 - 13:30Etsiit Despacho 24 3ª PlantaViernes10:30 - 11:30Etsiit Despacho 24 3ª PlantaSegundo semestreDíaHorarioLugarJueves10:30 - 13:30Etsiit Despacho 24 3ª PlantaViernes9:30 - 11:30Etsiit Despacho 24 3ª PlantaViernes12:30 - 13:30Etsiit Despacho 24 3ª Planta,https://etsiit.ugr.es/la-escuela/directorio-personal/patricia-paderewski-rodriguez
José Luis Padilla de la Torre,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Equipos Electrónicos  (Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Equipos Electrónicos (Optativa Especialidad Sistemas Electrónicos); Grado en Ingeniería Informática: Diseño de Sistemas Electrónicos (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Diseño de Sistemas Electrónicos (Optativa Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos,"DíaHorarioLugarMartes10:30 - 13:30Facultad de Ciencias, Depto. Electrónica, Despacho 7Miércoles15:30 - 18:30Facultad de Ciencias, Depto. Electrónica, Despacho 7",https://etsiit.ugr.es/la-escuela/directorio-personal/jose-luis-padilla-la-torre
Pablo Padilla de la Torre,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Señales Digitales,DíaHorarioLugarJueves9:30 - 11:30Desp. 2.22 EtsiitViernes9:30 - 13:30Desp. 2.22 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/pablo-padilla-la-torre
Alberto José Palma López,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Instrumentación Electrónica  (Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Instrumentación Electrónica (Optativa Especialida Sistemas Electrónicos); Grado en Ingeniería Electrónica Industrial: Sensores y Actuadores,"DíaHorarioLugarLunes9:00 - 12:00Etsiit, Despacho 7, 2ª Planta.Martes9:00 - 12:00Etsiit, Despacho 7, 2ª Planta.Miércoles9:00 - 12:00Etsiit, Despacho 7, 2ª Planta.",https://etsiit.ugr.es/la-escuela/directorio-personal/alberto-jose-palma-lopez
David Palomar Sáez,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática y Matemáticas: Ingeniería de Servidores,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/david-palomar-saez
Antonio Francisco Palomares Bautista,Departamento de Matemática Aplicada,Grado en Edificación: Matemáticas I; Grado en Ingeniería de Tecnologías de Telecomunicación: Ecuaciones Diferenciales y Cálculo Numérico,Primer semestreDíaHorarioLugarMartes19:30 - 21:30Escuela de Caminos. Despacho 54Miércoles11:00 - 14:00Escuela de Caminos. Despacho 54Jueves19:30 - 21:30Escuela de Caminos. Despacho 54Segundo semestreDíaHorarioLugarJueves11:00 - 14:00Escuela de Caminos. Despacho 54Viernes15:30 - 18:30Etsiit. Despacho 3.14,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-francisco-palomares-bautista
Mari Carmen Pardo Martínez,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Electrónica de Microondas  (Especialidad Sistemas Electrónicos); Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos,"DíaHorarioLugarLunes10:00 - 12:00Fac. Ciencias-Dpto. Electrónica, Despacho 19Lunes14:00 - 18:00Fac. Ciencias-Dpto. Electrónica, Despacho 19Miércoles10:00 - 12:00Fac. Ciencias-Dpto. Electrónica, Despacho 19Miércoles14:00 - 18:00Fac. Ciencias-Dpto. Electrónica, Despacho 19",https://etsiit.ugr.es/la-escuela/directorio-personal/mari-carmen-pardo-martinez
Luis Parrilla Roure,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Electrónica Digital; Grado en Ingeniería Electrónica Industrial: Electrónica Digital; Grado en Ingeniería Electrónica Industrial: Sistemas Electrónicos Programables,DíaHorarioLugarMartes11:30 - 13:30Dpto.Electrónica-Dcho.1Miércoles9:30 - 13:30Dpto.Electrónica-Dcho.1,https://etsiit.ugr.es/la-escuela/directorio-personal/luis-parrilla-roure
Francisco Pasadas Cantos,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Electrónica de Microondas  (Especialidad Sistemas Electrónicos),DíaHorarioLugarMartes9:30 - 12:30Fac. Ciencias-Dpto.Electrónica-Dcho.14Jueves9:30 - 12:30Fac. Ciencias-Dpto.Electrónica-Dcho.14,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-pasadas-cantos
Rafael Payá Albert,Departamento de Análisis Matemático,Grado en Ingeniería Informática y Matemáticas: Análisis Matemático I; Grado en Ingeniería Informática y Matemáticas: Análisis Matemático II,Primer semestreDíaHorarioLugarMartes17:00 - 20:00F.CienciasJueves17:00 - 20:00F.CienciasSegundo semestreDíaHorarioLugarLunes17:00 - 20:00F.CienciasMartes17:00 - 20:00F.Ciencias,https://etsiit.ugr.es/la-escuela/directorio-personal/rafael-paya-albert
Manuel Pegalajar Cuéllar,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Aprendizaje Automático  (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Teoría de la Información y la Codificación (Especialidad Computación y Sistemas Inteligentes),Primer semestreDíaHorarioLugarLunes11:30 - 13:30D19 (Etsiit)Lunes15:30 - 17:30D19 (Etsiit)Martes11:30 - 13:30D19 (Etsiit)Segundo semestreDíaHorarioLugarLunes10:30 - 12:30D19 (Etsiit)Lunes15:30 - 17:30D19 (Etsiit)Martes10:30 - 12:30D19 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-pegalajar-cuellar
María del Carmen Pegalajar Jiménez,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Estadística: Minería de Datos; Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Programación; Grado en Ingeniería Informática: Fundamentos de Programación,Primer semestreDíaHorarioLugarMartes10:00 - 13:00D23 (Etsiit)Jueves10:00 - 13:00D23 (Etsiit)Segundo semestreDíaHorarioLugarMartes10:00 - 12:00D23 (Etsiit)Miércoles12:00 - 14:00D23 (Etsiit)Viernes12:00 - 14:00D23 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/maria-del-carmen-pegalajar-jimenez
Antonio Miguel Peinado Herreros,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Tratamiento Digital de Señales (Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Tratamiento Digital de Señales (Optativa Especialidad Sistemas de Telecomunicación),"DíaHorarioLugarLunes12:00 - 14:00Desp. 2, Físicas CienciasMiércoles12:00 - 14:00Desp. 2, Físicas CienciasJueves12:00 - 14:00Desp. 2, Físicas Ciencias",https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-miguel-peinado-herreros
Francisco José Pelayo Valle,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Electrónicos Digitales,DíaHorarioLugarLunes11:30 - 13:30EtsiitMiércoles8:30 - 11:30EtsiitViernes11:30 - 13:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-jose-pelayo-valle
David Alejandro Pelta Mochcovsky,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Metodología de la Programación,Primer semestreDíaHorarioLugarMartes9:00 - 12:00D21 (Etsiit)Miércoles9:00 - 12:00D21 (Etsiit)Segundo semestreDíaHorarioLugarLunes8:30 - 11:30D21 (Etsiit)Martes8:30 - 11:30D21 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/david-alejandro-pelta-mochcovsky
Daniel Peralta Cámara,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Diseño y Desarrollo de Sistemas de Información; Grado en Ingeniería Informática: Inteligencia de Negocio (Especialidad Sistemas Información); Grado en Ingeniería Informática: Modelos de Computación; Grado en Ingeniería Informática y Matemáticas: Modelos de Computación,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/daniel-peralta-camara
José Luis Pérez Córdoba,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones I,DíaHorarioLugarMartes9:30 - 13:30Desp. 2.12 EtsiitJueves9:30 - 11:30Desp. 2.12 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-luis-perez-cordoba
Ignacio Javier Pérez Gálvez,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Información y Documentación: Fundamentos de Informática; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Algorítmica; Grado en Ingeniería Informática: Algorítmica; Grado en Ingeniería Informática: Fundamentos de Programación,Primer semestreDíaHorarioLugarLunes16:30 - 19:30Fo11 (Etsiit)Martes16:30 - 19:30Fo11 (Etsiit)Segundo semestreDíaHorarioLugarMartes12:30 - 14:30Fo11 (Etsiit)Miércoles13:30 - 14:30Fo11 (Etsiit)Jueves12:30 - 14:30Fo11 (Etsiit)Jueves16:30 - 17:30Fo11 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/ignacio-javier-perez-galvez
